src	trg	weight	src_type	trg_type	edge_type
471	6485	0.4900	2	3	2#3
5656	7834	0.4900	2	2	2#2
5732	6055	0.4900	3	3	3#3
212	283	0.4900	2	1	1#2
453	684	0.4900	1	2	1#2
7700	7741	0.4900	3	5	3#5
3464	3516	0.4900	5	2	2#5
754	1370	0.4900	2	1	1#2
1313	5681	0.4900	1	1	1#1
1104	2620	0.4900	5	5	5#5
1220	3097	0.4900	3	4	3#4
978	2620	0.4900	4	5	4#5
3325	6274	0.4900	5	4	4#5
4688	7549	0.4900	4	2	2#4
2912	7837	0.4900	4	4	4#4
85	8911	0.4900	5	2	2#5
632	5633	0.4900	1	2	1#2
6264	7080	0.4900	2	5	2#5
6066	9141	0.4900	3	1	1#3
146	180	0.4900	1	3	1#3
758	1608	0.4900	3	1	1#3
396	7829	0.4900	4	3	3#4
168	3997	0.4900	1	5	1#5
1877	6948	0.4900	5	1	1#5
3027	3106	0.4900	3	2	2#3
81	237	0.4900	5	5	5#5
7163	9373	0.4896	3	5	3#5
2459	4926	0.4895	1	3	1#3
291	3217	0.4894	5	5	5#5
3925	6292	0.4887	3	1	1#3
1957	5779	0.4885	1	5	1#5
4969	7631	0.4881	3	3	3#3
5301	6871	0.4874	5	1	1#5
373	5077	0.4862	5	1	1#5
1483	6077	0.4861	3	2	2#3
408	1604	0.4858	2	3	2#3
388	5986	0.4851	4	3	3#4
5397	9774	0.4839	3	3	3#3
6164	8035	0.4839	3	5	3#5
1939	7674	0.4836	1	5	1#5
613	3567	0.4808	1	3	1#3
3161	6208	0.4805	5	1	1#5
1936	2986	0.4802	3	5	3#5
2583	3028	0.4800	5	3	3#5
5371	7200	0.4800	4	2	2#4
41	372	0.4800	5	4	4#5
34	251	0.4800	5	3	3#5
3127	3136	0.4800	2	2	2#2
1329	2006	0.4800	2	2	2#2
1277	4440	0.4800	1	3	1#3
8923	9391	0.4800	4	5	4#5
8141	9391	0.4800	4	5	4#5
710	5102	0.4800	1	3	1#3
2	629	0.4800	4	1	1#4
1283	8800	0.4800	1	5	1#5
201	591	0.4800	3	1	1#3
200	591	0.4800	1	1	1#1
7737	8047	0.4800	2	2	2#2
5052	5188	0.4800	3	1	1#3
6036	7580	0.4800	5	1	1#5
1474	6534	0.4800	4	3	3#4
6885	9076	0.4800	3	2	2#3
2072	2123	0.4800	1	5	1#5
2333	2637	0.4800	3	4	3#4
2777	8107	0.4800	4	2	2#4
2502	2521	0.4800	3	2	2#3
4389	4707	0.4800	1	4	1#4
728	730	0.4800	3	4	3#4
2970	7580	0.4800	3	1	1#3
2965	3383	0.4800	3	3	3#3
5043	7955	0.4800	2	3	2#3
25	85	0.4800	5	5	5#5
6438	9122	0.4800	3	5	3#5
1334	8921	0.4800	5	2	2#5
3186	8199	0.4800	3	5	3#5
240	245	0.4800	1	4	1#4
122	3135	0.4800	3	5	3#5
747	3169	0.4800	5	2	2#5
3215	5012	0.4800	5	2	2#5
7975	8907	0.4800	1	3	1#3
5014	5788	0.4800	1	5	1#5
4846	9846	0.4800	3	2	2#3
793	5100	0.4800	4	3	3#4
1290	3757	0.4800	1	4	1#4
1750	2399	0.4800	4	5	4#5
675	831	0.4800	5	2	2#5
1457	3317	0.4800	5	3	3#5
7676	7834	0.4800	5	2	2#5
2822	3439	0.4800	5	4	4#5
5275	7822	0.4800	5	5	5#5
1648	5393	0.4800	2	3	2#3
1664	2763	0.4800	4	5	4#5
7581	8928	0.4800	3	1	1#3
332	336	0.4800	4	5	4#5
2978	4888	0.4800	4	4	4#4
108	656	0.4800	2	4	2#4
554	3180	0.4800	2	1	1#2
2523	3819	0.4800	2	1	1#2
279	714	0.4800	4	3	3#4
2854	5788	0.4800	4	5	4#5
876	7837	0.4800	1	4	1#4
153	5670	0.4800	2	1	1#2
324	4069	0.4800	4	1	1#4
1926	6925	0.4800	2	5	2#5
3946	7717	0.4800	1	3	1#3
8907	8909	0.4800	3	1	1#3
2712	7541	0.4800	5	2	2#5
6252	8770	0.4800	5	1	1#5
2299	4154	0.4800	5	4	4#5
5006	7514	0.4800	1	1	1#1
197	3646	0.4800	2	4	2#4
2599	4069	0.4800	2	1	1#2
782	2045	0.4800	4	1	1#4
2515	7514	0.4800	3	1	1#3
2816	3441	0.4800	2	5	2#5
50	705	0.4800	2	1	1#2
3909	8751	0.4800	1	3	1#3
2193	3516	0.4800	4	2	2#4
2705	6645	0.4800	5	2	2#5
3246	8566	0.4800	5	3	3#5
549	6074	0.4800	2	5	2#5
2197	4884	0.4800	4	3	3#4
1916	6916	0.4800	2	2	2#2
2813	7505	0.4800	1	2	1#2
7411	9263	0.4800	4	2	2#4
6100	7038	0.4800	4	1	1#4
7286	9474	0.4800	1	5	1#5
645	8498	0.4800	5	3	3#5
7581	7815	0.4800	3	5	3#5
511	8288	0.4800	3	4	3#4
2183	2447	0.4800	3	4	3#4
1372	6537	0.4800	1	5	1#5
2689	7692	0.4800	4	3	3#4
5044	7194	0.4800	4	5	4#5
1591	7194	0.4800	3	5	3#5
5667	9611	0.4800	4	1	1#4
2051	9376	0.4800	4	3	3#4
1182	6408	0.4800	4	5	4#5
101	3234	0.4800	4	4	4#4
3907	9395	0.4800	1	3	1#3
52	74	0.4800	5	1	1#5
7865	9395	0.4800	2	3	2#3
707	1943	0.4800	4	2	2#4
267	1498	0.4800	5	2	2#5
2921	6335	0.4800	4	5	4#5
4478	5728	0.4800	3	2	2#3
391	1474	0.4800	3	4	3#4
3341	4591	0.4800	5	2	2#5
3968	5821	0.4800	5	3	3#5
3249	3296	0.4800	1	2	1#2
274	2668	0.4800	2	5	2#5
2366	4554	0.4800	1	5	1#5
7064	8779	0.4800	4	2	2#4
5889	9496	0.4800	5	2	2#5
7628	8869	0.4800	1	4	1#4
5346	9389	0.4800	5	2	2#5
363	1593	0.4800	2	2	2#2
3399	5071	0.4800	4	5	4#5
7544	7960	0.4800	2	1	1#2
70	768	0.4800	5	3	3#5
753	794	0.4800	2	5	2#5
3832	8910	0.4800	3	1	1#3
2653	7574	0.4800	2	3	2#3
2540	7696	0.4800	1	1	1#1
630	8442	0.4800	2	5	2#5
8600	8685	0.4800	2	4	2#4
3458	4785	0.4800	5	4	4#5
1148	5981	0.4800	2	5	2#5
2344	4591	0.4800	1	2	1#2
1915	9833	0.4800	1	5	1#5
497	1572	0.4800	5	5	5#5
5278	5341	0.4800	5	5	5#5
1272	4512	0.4800	1	4	1#4
3566	8176	0.4800	3	4	3#4
150	1825	0.4800	5	5	5#5
1274	6413	0.4800	4	5	4#5
1548	2075	0.4800	1	4	1#4
2628	7510	0.4800	5	4	4#5
986	7549	0.4800	4	2	2#4
1124	5528	0.4800	2	1	1#2
41	7619	0.4800	5	3	3#5
372	659	0.4800	4	4	4#4
4134	7563	0.4800	2	2	2#2
6	6274	0.4800	5	4	4#5
7559	7619	0.4800	4	3	3#4
2532	6273	0.4800	1	2	1#2
3692	8018	0.4800	5	2	2#5
1005	3176	0.4800	2	4	2#4
1265	1429	0.4800	1	3	1#3
6019	8518	0.4800	3	3	3#3
1652	6485	0.4800	4	3	3#4
1355	9167	0.4800	3	2	2#3
7270	9727	0.4800	2	2	2#2
256	1500	0.4800	4	5	4#5
55	8902	0.4800	4	4	4#4
1900	1989	0.4800	3	3	3#3
3461	4532	0.4800	1	3	1#3
1674	2320	0.4800	4	4	4#4
5045	5353	0.4800	4	3	3#4
85	5239	0.4800	5	3	3#5
938	6797	0.4800	1	4	1#4
5954	8256	0.4800	4	2	2#4
6566	6584	0.4800	2	3	2#3
6252	6584	0.4800	5	3	3#5
8223	9161	0.4800	2	3	2#3
3839	8859	0.4800	3	3	3#3
7816	7969	0.4800	3	2	2#3
1570	4187	0.4800	5	1	1#5
2668	3664	0.4800	5	5	5#5
7037	7262	0.4800	3	4	3#4
704	7678	0.4800	3	5	3#5
1511	2758	0.4800	2	1	1#2
2267	6203	0.4800	1	5	1#5
801	5371	0.4800	4	4	4#4
2213	2325	0.4800	4	5	4#5
1474	4355	0.4800	4	2	2#4
11	2972	0.4800	4	3	3#4
6104	8374	0.4800	3	1	1#3
5033	6181	0.4800	4	1	1#4
1652	9855	0.4800	4	5	4#5
6329	9614	0.4800	2	4	2#4
1665	7650	0.4800	2	4	2#4
942	3371	0.4800	1	3	1#3
267	3371	0.4800	5	3	3#5
5450	6343	0.4800	1	1	1#1
2228	7156	0.4800	1	1	1#1
5704	6572	0.4800	2	2	2#2
2060	2219	0.4800	5	1	1#5
1633	1760	0.4800	3	4	3#4
5713	7275	0.4800	4	1	1#4
1285	3864	0.4800	4	3	3#4
2350	7415	0.4800	2	3	2#3
5188	5559	0.4800	1	2	1#2
8	5870	0.4800	3	4	3#4
3301	5782	0.4800	5	4	4#5
5850	5914	0.4800	5	5	5#5
2039	2051	0.4800	2	4	2#4
801	2051	0.4800	4	4	4#4
6820	9355	0.4800	5	5	5#5
1172	1225	0.4800	5	2	2#5
3458	5723	0.4800	5	4	4#5
178	655	0.4800	4	2	2#4
1738	2051	0.4800	2	4	2#4
2201	4392	0.4800	4	4	4#4
56	504	0.4800	5	5	5#5
11	1275	0.4800	4	1	1#4
14	1275	0.4800	3	1	1#3
1851	7741	0.4800	1	5	1#5
6554	8053	0.4800	3	4	3#4
724	943	0.4800	3	2	2#3
2663	8053	0.4800	4	4	4#4
178	5629	0.4800	4	1	1#4
1977	5688	0.4800	4	2	2#4
337	1782	0.4800	2	1	1#2
2143	6908	0.4800	2	5	2#5
3205	5422	0.4800	2	1	1#2
1564	1589	0.4800	4	5	4#5
3760	9242	0.4800	3	2	2#3
6797	9242	0.4800	4	2	2#4
51	5053	0.4800	1	4	1#4
646	1915	0.4800	5	1	1#5
2428	7424	0.4800	5	5	5#5
5817	7769	0.4800	1	3	1#3
166	469	0.4800	1	2	1#2
2794	3951	0.4800	2	1	1#2
1469	3951	0.4800	2	1	1#2
7044	9541	0.4800	4	1	1#4
110	2288	0.4800	5	5	5#5
4428	6375	0.4800	5	5	5#5
6959	9382	0.4800	3	1	1#3
2973	4916	0.4800	4	3	3#4
3961	6753	0.4800	5	4	4#5
6487	9539	0.4800	3	2	2#3
332	943	0.4800	4	2	2#4
1506	3894	0.4800	5	2	2#5
5842	6253	0.4800	5	1	1#5
5706	6253	0.4800	5	1	1#5
69	523	0.4800	4	1	1#4
13	636	0.4800	1	1	1#1
1500	7450	0.4800	5	5	5#5
2555	9193	0.4800	5	3	3#5
556	6104	0.4800	2	3	2#3
6389	6553	0.4800	1	5	1#5
8751	9380	0.4800	3	2	2#3
85	3754	0.4800	5	5	5#5
7848	9468	0.4800	1	4	1#4
9232	9301	0.4800	1	3	1#3
3506	3734	0.4800	4	5	4#5
1918	3128	0.4800	3	4	3#4
3920	7501	0.4800	3	4	3#4
1876	2056	0.4800	1	4	1#4
958	2189	0.4800	2	2	2#2
6370	6720	0.4800	5	4	4#5
7192	9380	0.4800	3	2	2#3
571	1275	0.4800	2	1	1#2
9028	9301	0.4800	4	3	3#4
5392	6720	0.4800	1	4	1#4
5069	5111	0.4800	1	3	1#3
1490	4356	0.4800	5	5	5#5
5521	8022	0.4800	2	2	2#2
6338	8994	0.4800	2	3	2#3
1446	8341	0.4800	3	5	3#5
2705	8097	0.4800	5	5	5#5
2238	3507	0.4800	4	4	4#4
6671	7374	0.4800	5	3	3#5
4326	7003	0.4800	2	5	2#5
2517	6549	0.4800	1	1	1#1
3777	3972	0.4800	1	3	1#3
6466	9050	0.4800	4	2	2#4
322	2919	0.4800	1	3	1#3
1419	7120	0.4800	2	3	2#3
3454	4152	0.4800	4	2	2#4
104	2919	0.4800	2	3	2#3
1760	5358	0.4800	4	2	2#4
1955	2015	0.4800	3	3	3#3
2839	5659	0.4800	1	5	1#5
247	3371	0.4800	1	3	1#3
4387	8336	0.4800	3	1	1#3
4377	8282	0.4800	2	4	2#4
12	7248	0.4800	2	3	2#3
2607	2646	0.4800	2	4	2#4
5754	7005	0.4800	2	4	2#4
5631	8841	0.4800	1	4	1#4
1965	7121	0.4800	5	3	3#5
2083	2347	0.4800	3	3	3#3
7642	8998	0.4800	5	3	3#5
1330	2815	0.4800	2	1	1#2
73	9056	0.4800	3	1	1#3
488	5049	0.4800	3	1	1#3
240	6612	0.4800	1	4	1#4
8948	9564	0.4800	4	4	4#4
2522	3171	0.4800	5	3	3#5
724	1377	0.4800	3	5	3#5
2688	8666	0.4800	3	2	2#3
2247	6935	0.4800	4	3	3#4
1565	2984	0.4800	5	4	4#5
5142	6509	0.4800	2	5	2#5
6950	7417	0.4800	3	4	3#4
6496	6501	0.4800	2	3	2#3
2931	2985	0.4800	5	5	5#5
6260	8763	0.4800	1	2	1#2
959	1588	0.4800	4	1	1#4
52	539	0.4800	5	5	5#5
4718	4757	0.4800	4	1	1#4
5628	5649	0.4800	2	4	2#4
3350	3353	0.4800	2	1	1#2
2	2931	0.4800	4	5	4#5
6279	7014	0.4800	2	1	1#2
889	2745	0.4800	1	5	1#5
1919	6297	0.4800	2	1	1#2
1379	6262	0.4800	2	2	2#2
1456	4896	0.4800	3	2	2#3
2239	4388	0.4800	3	5	3#5
5053	8633	0.4800	4	2	2#4
1751	2491	0.4800	5	4	4#5
3568	5719	0.4800	3	5	3#5
6791	7237	0.4800	4	4	4#4
830	3146	0.4800	4	1	1#4
675	752	0.4800	5	4	4#5
236	1143	0.4800	3	4	3#4
452	752	0.4800	5	4	4#5
4532	4931	0.4800	3	2	2#3
1275	3532	0.4800	1	3	1#3
655	7237	0.4800	2	4	2#4
7523	8933	0.4800	1	4	1#4
8792	8821	0.4800	1	5	1#5
889	2110	0.4800	1	1	1#1
323	3028	0.4800	3	3	3#3
313	938	0.4800	5	1	1#5
2260	4105	0.4800	4	5	4#5
728	5341	0.4800	3	5	3#5
168	1230	0.4800	1	4	1#4
1064	2618	0.4800	5	5	5#5
3970	4961	0.4800	4	4	4#4
626	3440	0.4800	2	3	2#3
698	4444	0.4800	3	3	3#3
284	7511	0.4800	2	3	2#3
4468	4513	0.4800	5	4	4#5
376	1626	0.4800	4	1	1#4
313	1626	0.4800	5	1	1#5
1602	7832	0.4800	3	3	3#3
3927	7764	0.4800	5	3	3#5
5966	5999	0.4800	1	2	1#2
5620	8656	0.4800	4	3	3#4
371	2649	0.4800	2	1	1#2
7574	7691	0.4800	3	5	3#5
5380	9732	0.4800	2	1	1#2
3601	4537	0.4800	3	5	3#5
2813	7914	0.4800	1	2	1#2
124	5439	0.4800	4	5	4#5
8951	9399	0.4800	3	4	3#4
2829	7506	0.4800	5	1	1#5
473	6650	0.4800	3	4	3#4
7579	7952	0.4800	1	1	1#1
6525	9025	0.4800	3	4	3#4
3936	3947	0.4800	5	2	2#5
961	3384	0.4800	5	3	3#5
2511	5025	0.4800	1	1	1#1
2311	7828	0.4800	5	5	5#5
681	824	0.4800	4	1	1#4
1350	5397	0.4800	1	3	1#3
5011	5017	0.4800	4	1	1#4
4104	8870	0.4800	3	3	3#3
2047	5182	0.4800	2	2	2#2
645	2424	0.4800	5	1	1#5
4851	9844	0.4800	5	3	3#5
3381	3384	0.4800	1	3	1#3
3305	5787	0.4800	3	1	1#3
2504	6036	0.4800	5	5	5#5
7937	8138	0.4800	2	4	2#4
4142	9769	0.4800	4	5	4#5
7900	9219	0.4800	2	5	2#5
1724	5329	0.4800	1	2	1#2
7589	7742	0.4800	4	3	3#4
5052	5198	0.4800	3	4	3#4
5629	5667	0.4800	1	4	1#4
1880	2041	0.4800	1	3	1#3
1982	2041	0.4800	3	3	3#3
767	5099	0.4800	1	5	1#5
7508	7828	0.4800	5	5	5#5
2763	4668	0.4800	5	4	4#5
83	4731	0.4800	3	1	1#3
1262	1891	0.4800	1	4	1#4
609	2261	0.4800	2	1	1#2
2211	2261	0.4800	5	1	1#5
8029	9406	0.4800	2	1	1#2
3985	4970	0.4800	3	2	2#3
200	278	0.4800	1	3	1#3
2547	2952	0.4800	2	1	1#2
2607	8390	0.4800	2	2	2#2
237	4929	0.4800	5	4	4#5
1256	4382	0.4800	1	2	1#2
1694	3751	0.4800	1	4	1#4
1021	3751	0.4800	2	4	2#4
1334	6333	0.4800	5	4	4#5
4629	6898	0.4800	4	3	3#4
7663	9027	0.4800	3	5	3#5
221	5219	0.4800	2	1	1#2
1759	6641	0.4800	2	1	1#2
5166	5172	0.4800	1	4	1#4
161	4320	0.4800	1	3	1#3
783	3438	0.4800	1	2	1#2
104	258	0.4800	2	1	1#2
3617	3638	0.4800	4	5	4#5
860	4102	0.4800	2	3	2#3
3126	3751	0.4800	4	4	4#4
2589	7593	0.4800	2	4	2#4
6899	7246	0.4800	1	3	1#3
1747	1865	0.4800	4	2	2#4
745	1161	0.4800	5	1	1#5
1393	4516	0.4800	1	4	1#4
2826	3174	0.4800	5	2	2#5
316	5177	0.4800	1	2	1#2
2904	3174	0.4800	1	2	1#2
6632	7246	0.4800	5	3	3#5
2423	3786	0.4800	3	4	3#4
1645	2579	0.4800	3	5	3#5
1905	5710	0.4800	3	1	1#3
796	8050	0.4800	4	3	3#4
2551	8019	0.4800	2	3	2#3
3285	5032	0.4800	3	5	3#5
687	5065	0.4800	3	5	3#5
6916	7353	0.4800	2	2	2#2
5855	8966	0.4800	2	1	1#2
264	556	0.4800	1	2	1#2
30	2317	0.4800	3	3	3#3
5025	8126	0.4800	1	5	1#5
699	795	0.4800	1	1	1#1
3353	7496	0.4800	1	3	1#3
3842	4248	0.4800	2	4	2#4
2534	2661	0.4800	5	1	1#5
3792	4137	0.4800	5	5	5#5
7144	7154	0.4800	4	2	2#4
2102	8752	0.4800	5	5	5#5
431	3506	0.4800	1	4	1#4
235	5158	0.4800	1	4	1#4
6016	7188	0.4800	5	4	4#5
5939	7188	0.4800	1	4	1#4
5354	5696	0.4800	3	2	2#3
3911	4399	0.4800	5	5	5#5
707	941	0.4800	4	3	3#4
45	962	0.4800	4	4	4#4
89	4248	0.4800	1	4	1#4
4196	9211	0.4800	2	3	2#3
630	804	0.4800	2	3	2#3
1643	5411	0.4800	5	2	2#5
6074	6665	0.4800	5	5	5#5
2501	3166	0.4800	2	1	1#2
1605	2854	0.4800	3	4	3#4
2123	7141	0.4800	5	4	4#5
8408	8607	0.4800	5	4	4#5
3145	5336	0.4800	1	5	1#5
684	7988	0.4800	2	5	2#5
6400	8739	0.4800	2	4	2#4
1611	1721	0.4800	5	5	5#5
2464	3108	0.4800	5	1	1#5
5063	9443	0.4800	1	1	1#1
3916	3920	0.4800	5	3	3#5
992	1293	0.4800	2	4	2#4
1563	2188	0.4800	3	2	2#3
1176	8457	0.4800	1	3	1#3
5274	6505	0.4800	2	5	2#5
7045	7124	0.4800	5	1	1#5
3008	3330	0.4800	5	5	5#5
5557	5888	0.4800	2	4	2#4
1584	2522	0.4800	5	5	5#5
2386	4593	0.4800	3	3	3#3
6216	7331	0.4800	2	3	2#3
4	1297	0.4800	1	5	1#5
804	5716	0.4800	3	3	3#3
3238	8063	0.4800	4	5	4#5
1564	4146	0.4800	4	1	1#4
639	1889	0.4800	5	3	3#5
1146	3654	0.4800	1	1	1#1
1705	8539	0.4800	1	1	1#1
2207	6582	0.4800	4	1	1#4
1345	1351	0.4800	1	5	1#5
3263	7949	0.4800	5	4	4#5
3286	4428	0.4800	3	5	3#5
1441	7668	0.4800	3	2	2#3
6954	6993	0.4800	4	4	4#4
7769	9019	0.4800	3	2	2#3
4488	5676	0.4800	5	1	1#5
95	1333	0.4800	3	2	2#3
40	2583	0.4800	5	5	5#5
371	1563	0.4800	2	3	2#3
4068	4181	0.4800	4	5	4#5
2737	8379	0.4800	3	3	3#3
1430	1899	0.4800	4	5	4#5
394	5105	0.4800	1	1	1#1
3613	8648	0.4800	3	2	2#3
2975	5105	0.4800	3	1	1#3
290	899	0.4800	5	2	2#5
1322	1456	0.4800	4	3	3#4
42	6961	0.4800	3	3	3#3
275	5707	0.4800	2	3	2#3
2640	3098	0.4800	1	1	1#1
2750	3137	0.4800	5	4	4#5
1866	6827	0.4800	1	4	1#4
5363	5977	0.4800	5	3	3#5
2891	2937	0.4800	1	2	1#2
6827	9410	0.4800	4	4	4#4
715	1260	0.4800	1	2	1#2
2988	5801	0.4800	2	1	1#2
6928	9404	0.4800	3	4	3#4
224	1239	0.4800	2	4	2#4
82	295	0.4800	4	3	3#4
2663	9690	0.4800	4	3	3#4
1173	6186	0.4800	5	2	2#5
8195	8468	0.4800	3	4	3#4
470	4844	0.4800	1	2	1#2
4474	8459	0.4800	1	5	1#5
178	9709	0.4800	4	1	1#4
2035	2345	0.4800	4	3	3#4
1252	2345	0.4800	3	3	3#3
5356	6411	0.4800	1	2	1#2
637	2586	0.4800	2	1	1#2
6202	8741	0.4800	1	2	1#2
6789	7598	0.4800	5	5	5#5
5127	6455	0.4800	4	2	2#4
285	1296	0.4800	5	4	4#5
2678	3832	0.4800	4	3	3#4
1136	1802	0.4800	5	4	4#5
2784	3020	0.4800	1	3	1#3
177	5240	0.4800	1	3	1#3
3126	8286	0.4800	4	4	4#4
3764	4468	0.4800	5	5	5#5
1648	3832	0.4800	2	3	2#3
1860	3832	0.4800	5	3	3#5
8088	8615	0.4800	3	2	2#3
2637	2676	0.4800	4	3	3#4
5014	8615	0.4800	1	2	1#2
4659	7632	0.4800	2	5	2#5
591	2623	0.4800	1	3	1#3
68	2229	0.4800	2	5	2#5
166	239	0.4800	1	2	1#2
5941	6136	0.4800	3	3	3#3
5	6105	0.4800	5	4	4#5
2563	3871	0.4800	4	2	2#4
744	5752	0.4800	5	3	3#5
15	2554	0.4800	2	4	2#4
3293	3330	0.4800	4	5	4#5
151	425	0.4800	2	1	1#2
109	1357	0.4800	2	3	2#3
2887	3919	0.4800	4	1	1#4
196	5040	0.4800	1	2	1#2
3126	6407	0.4800	4	4	4#4
7854	9180	0.4800	5	3	3#5
1320	7053	0.4800	2	1	1#2
2891	5941	0.4800	1	3	1#3
5657	9485	0.4800	5	3	3#5
2296	9709	0.4800	2	1	1#2
3790	3930	0.4800	1	4	1#4
6665	8048	0.4800	5	4	4#5
3297	3330	0.4800	1	5	1#5
4463	7041	0.4800	3	1	1#3
1489	6490	0.4800	1	3	1#3
658	5738	0.4800	2	4	2#4
5005	6490	0.4800	2	3	2#3
226	5040	0.4800	5	2	2#5
689	697	0.4800	5	4	4#5
6536	8121	0.4800	2	4	2#4
3549	4795	0.4800	4	1	1#4
1682	6057	0.4800	5	1	1#5
3537	4169	0.4800	1	3	1#3
5354	6621	0.4800	3	3	3#3
7814	8623	0.4800	3	2	2#3
6329	7579	0.4800	2	1	1#2
4009	5454	0.4800	3	5	3#5
6262	7622	0.4800	2	4	2#4
749	1398	0.4800	2	4	2#4
454	6711	0.4800	5	3	3#5
179	1466	0.4800	5	5	5#5
5205	6529	0.4800	5	3	3#5
5626	7084	0.4800	1	5	1#5
791	1416	0.4800	4	2	2#4
1732	9234	0.4800	4	4	4#4
102	548	0.4800	2	2	2#2
1174	5550	0.4800	1	1	1#1
4495	4727	0.4800	1	1	1#1
4502	4807	0.4800	4	4	4#4
274	5122	0.4800	2	2	2#2
2825	5325	0.4800	5	3	3#5
715	783	0.4800	1	1	1#1
226	384	0.4800	5	1	1#5
3829	4319	0.4800	3	4	3#4
2033	5806	0.4800	5	4	4#5
7955	8264	0.4800	3	5	3#5
81	7760	0.4800	5	5	5#5
1010	3538	0.4800	2	1	1#2
989	5045	0.4800	5	4	4#5
4070	4089	0.4800	2	5	2#5
1371	1999	0.4800	5	1	1#5
2067	2603	0.4800	5	4	4#5
2438	3395	0.4800	1	3	1#3
1253	6302	0.4800	5	2	2#5
3168	4886	0.4800	1	2	1#2
4392	4736	0.4800	4	1	1#4
8790	8799	0.4800	5	4	4#5
2004	6943	0.4800	3	2	2#3
143	384	0.4800	5	1	1#5
8128	8169	0.4800	4	2	2#4
7832	9084	0.4800	3	5	3#5
727	2924	0.4800	1	3	1#3
122	1487	0.4800	3	3	3#3
3284	4578	0.4800	4	4	4#4
5676	6005	0.4800	1	1	1#1
2090	5832	0.4800	5	2	2#5
8410	9465	0.4800	5	5	5#5
4747	6924	0.4800	5	1	1#5
4395	4406	0.4800	1	2	1#2
36	8853	0.4800	5	3	3#5
200	2671	0.4800	1	1	1#1
8088	8589	0.4800	3	5	3#5
5480	8918	0.4800	2	5	2#5
7776	8918	0.4800	5	5	5#5
934	5146	0.4800	4	1	1#4
2881	3967	0.4800	2	1	1#2
1372	9137	0.4800	1	1	1#1
2	470	0.4800	4	1	1#4
2514	2894	0.4800	1	4	1#4
2081	3643	0.4800	4	2	2#4
5362	5679	0.4800	3	4	3#4
1397	3428	0.4800	2	5	2#5
5120	9141	0.4800	3	1	1#3
357	2255	0.4800	1	3	1#3
1468	2255	0.4800	4	3	3#4
1449	2543	0.4800	3	4	3#4
6876	9532	0.4800	3	2	2#3
709	2210	0.4800	5	3	3#5
8946	9532	0.4800	1	2	1#2
7826	8606	0.4800	3	4	3#4
490	940	0.4800	2	3	2#3
667	940	0.4800	4	3	3#4
832	1105	0.4800	2	5	2#5
1710	4094	0.4800	1	2	1#2
889	1408	0.4800	1	1	1#1
367	6245	0.4800	3	2	2#3
40	88	0.4800	5	4	4#5
5107	6285	0.4800	3	3	3#3
12	91	0.4800	2	4	2#4
2544	3839	0.4800	1	3	1#3
159	196	0.4800	1	1	1#1
3298	5989	0.4800	4	2	2#4
334	3460	0.4800	1	5	1#5
3321	4572	0.4800	2	2	2#2
6689	7216	0.4800	5	2	2#5
372	2247	0.4800	4	4	4#4
8301	9902	0.4800	3	5	3#5
8955	9052	0.4800	5	3	3#5
527	6630	0.4800	4	1	1#4
3829	4376	0.4800	3	3	3#3
1926	7006	0.4800	2	1	1#2
4826	6602	0.4800	3	3	3#3
1021	7216	0.4800	2	2	2#2
44	7861	0.4800	3	3	3#3
3379	3528	0.4800	1	4	1#4
1603	6575	0.4800	3	3	3#3
1284	3267	0.4800	5	2	2#5
2503	2581	0.4800	3	3	3#3
5986	8447	0.4800	3	4	3#4
8216	8447	0.4800	2	4	2#4
1397	2620	0.4800	2	5	2#5
2603	7740	0.4800	4	2	2#4
3883	6673	0.4800	2	3	2#3
685	728	0.4800	2	3	2#3
2522	7740	0.4800	5	2	2#5
801	5881	0.4800	4	3	3#4
68	2574	0.4800	2	2	2#2
64	146	0.4800	1	1	1#1
33	503	0.4800	5	5	5#5
404	9430	0.4800	1	5	1#5
200	665	0.4800	1	1	1#1
1297	2307	0.4800	5	1	1#5
242	2581	0.4800	5	3	3#5
2774	6494	0.4800	2	3	2#3
3451	8447	0.4800	3	4	3#4
552	793	0.4800	2	4	2#4
259	8614	0.4800	2	3	2#3
286	607	0.4800	2	4	2#4
23	1260	0.4800	3	2	2#3
836	1303	0.4800	3	4	3#4
6252	7833	0.4800	5	4	4#5
98	862	0.4800	3	3	3#3
5107	6083	0.4800	3	3	3#3
256	862	0.4800	4	3	3#4
5347	5402	0.4800	3	1	1#3
45	1252	0.4800	4	3	3#4
1451	3801	0.4800	3	5	3#5
7818	7833	0.4800	2	4	2#4
3068	6018	0.4800	2	4	2#4
1427	6417	0.4800	2	2	2#2
6603	6839	0.4800	3	5	3#5
1364	5407	0.4800	4	4	4#4
4103	8810	0.4800	2	5	2#5
2491	4816	0.4800	4	5	4#5
7912	9063	0.4800	4	1	1#4
3252	5757	0.4800	1	2	1#2
6360	8894	0.4800	1	3	1#3
6006	7227	0.4800	1	5	1#5
1335	2230	0.4800	4	2	2#4
3349	8332	0.4800	3	3	3#3
6607	7820	0.4800	5	2	2#5
6779	6790	0.4800	5	4	4#5
445	2699	0.4800	1	4	1#4
6492	7735	0.4800	3	1	1#3
353	488	0.4800	2	3	2#3
637	2004	0.4800	2	3	2#3
1273	4065	0.4800	5	2	2#5
2994	8470	0.4800	5	2	2#5
150	5337	0.4800	5	2	2#5
